Timestamp (ms),Lateral Error (m)
1726248774315,0.04776767720684089
1726248774317,0.06796761651302531
1726248774359,0.048997635410872986
1726248774390,0.050417315655527484
1726248774421,0.06993745993315663
1726248774440,0.06993745993315663
1726248774463,0.029662147567294368
1726248774497,0.0322686589650966
1726248774528,0.05051712302590013
1726248774562,0.031200425314138
1726248774587,0.031200425314138
1726248774598,0.009587384307675051
1726248774633,0.048947507351997106
1726248774665,0.028923788237444296
1726248774709,0.028620810480175125
1726248774726,0.028620810480175125
1726248774744,0.039763057609468834
1726248774777,0.06686268089465279
1726248774814,0.026605265079531735
1726248774843,0.026605265079531735
1726248774859,0.031421427758722295
1726248774894,0.07657875824131392
1726248774926,0.0665575177805623
1726248774970,0.058785007483852326
1726248774987,0.058785007483852326
1726248775001,0.07091457284172253
1726248775035,0.07335381011523652
1726248775070,0.07808151474208469
1726248775096,0.07808151474208469
1726248775112,0.0737064476958998
1726248775147,0.09558868590017673
1726248775182,0.10855004865722737
1726248775233,0.09351719379909197
1726248775251,0.09351719379909197
1726248775266,0.09639118831863483
1726248775304,0.10538268816482137
1726248775341,0.12260271645083375
1726248775368,0.12260271645083375
1726248775378,0.11783179736086553
1726248775412,0.1087457874445147
1726248775453,0.11451631212862608
1726248775497,0.13461124881873157
1726248775513,0.13461124881873157
1726248775532,0.1231230561791004
1726248775565,0.1219179299896924
1726248775597,0.1342672955709876
1726248775636,0.13495115564370455
1726248775655,0.13495115564370455
1726248775670,0.1395766714678716
1726248775703,0.1368979770788734
1726248775741,0.13602424136319838
1726248775774,0.1441023526746395
1726248775793,0.1441023526746395
1726248775805,0.14629386739163144
1726248775840,0.13988353063989084
1726248775877,0.1442411573435769
1726248775910,0.1562089171227498
1726248775926,0.1562089171227498
1726248775940,0.1495917326861635
1726248775985,0.14543296998124458
1726248776019,0.1458602186054776
1726248776042,0.1458602186054776
1726248776053,0.15317355013790215
1726248776090,0.1509852447848188
1726248776132,0.14875048614207084
1726248776166,0.15327458636577132
1726248776183,0.15327458636577132
1726248776197,0.16069407535402733
1726248776238,0.14918365427822466
1726248776271,0.14601178141769852
1726248776290,0.14601178141769852
1726248776304,0.14668833540664702
1726248776340,0.15348821846859007
1726248776377,0.1475413553547028
1726248776411,0.14354169503344086
1726248776427,0.14354169503344086
1726248776441,0.14023405349038479
1726248776483,0.1460603115469882
1726248776515,0.141782063362084
1726248776535,0.141782063362084
1726248776546,0.1399663060189148
1726248776579,0.14753534446573713
1726248776618,0.13864371712211335
1726248776654,0.13275352375098123
1726248776673,0.13275352375098123
1726248776692,0.13422997460030617
1726248776743,0.13422013365859484
1726248776773,0.12740908204722745
1726248776794,0.12740908204722745
1726248776806,0.12448808040191511
1726248776841,0.11994323518723389
1726248776879,0.1069895149267053
1726248776916,0.09587207554182343
1726248776934,0.09587207554182343
1726248776950,0.09663948879369957
1726248776992,0.07784339540491021
1726248777022,0.07444687282624574
1726248777041,0.07444687282624574
1726248777053,0.07058675728914147
1726248777088,0.07529262190660797
1726248777125,0.05913137148200886
1726248777164,0.03636179408869111
1726248777186,0.03636179408869111
1726248777200,0.04392967579741214
1726248777241,0.05001809635552995
1726248777274,0.027990216863360767
1726248777293,0.027990216863360767
1726248777304,0.014215746280468452
1726248777337,0.04923881867673833
1726248777378,0.0586313819823601
1726248777422,0.01350260527415087
1726248777439,0.01350260527415087
1726248777452,0.01165691297897292
1726248777492,0.04814887100715132
1726248777522,0.026207727497751836
1726248777543,0.026207727497751836
1726248777558,0.003187429775236839
1726248777593,0.04540501310517968
1726248777633,0.04096042935105664
1726248777670,0.007560115017029284
1726248777686,0.007560115017029284
1726248777706,0.03067354892151978
1726248777749,0.033218743487339955
1726248777783,0.011501144482591612
1726248777803,0.011501144482591612
1726248777818,0.021029198445115197
1726248777860,0.049593937824697405
1726248777904,0.026092587010633203
1726248777923,0.026092587010633203
1726248777938,0.019117270972482545
1726248777973,0.042657447432732726
1726248778015,0.022466329099589767
1726248778046,0.001747771269364822
1726248778065,0.001747771269364822
1726248778082,0.024587709790143675
1726248778121,0.04336448487166168
1726248778167,0.020052293498798553
1726248778187,0.020052293498798553
1726248778202,0.026885437236250514
1726248778235,0.048354955031387516
1726248778278,0.015921499245884606
1726248778296,0.015921499245884606
1726248778309,0.012172588589518729
1726248778348,0.032734696707892405
1726248778379,0.04188252415688059
1726248778410,0.04188252415688059
1726248778421,0.02304387438750771
1726248778455,0.02838461126044672
1726248778489,0.05044322326085686
1726248778513,0.05044322326085686
1726248778540,0.023357608528888723
1726248778573,0.00590579451394355
1726248778603,0.024491285667376798
1726248778621,0.024491285667376798
1726248778636,0.04888127193066797
1726248778674,0.027561619227454724
1726248778707,0.02672914148043001
1726248778726,0.02672914148043001
1726248778741,0.0451732053700628
1726248778783,0.03285136337059309
1726248778824,0.007209800267189212
1726248778845,0.007209800267189212
1726248778855,0.020631957569668933
1726248778895,0.05617736345376938
1726248778935,0.03161265105219606
1726248778954,0.03161265105219606
1726248778972,0.01716252107150717
1726248779002,0.0390355308738893
1726248779050,0.04188203270413418
1726248779067,0.04188203270413418
1726248779082,0.023960131800159008
1726248779113,0.01838129350105686
1726248779149,0.05512592634510556
1726248779180,0.05512592634510556
1726248779195,0.04768165285407729
1726248779223,0.012522781905831662
1726248779255,0.028383573263768475
1726248779274,0.028383573263768475
1726248779299,0.05400520210577389
1726248779334,0.029485785167355567
1726248779370,0.012567675961729016
1726248779389,0.012567675961729016
1726248779412,0.04316285157608433
1726248779458,0.05456795623325436
1726248779493,0.028437369133134847
1726248779513,0.028437369133134847
1726248779527,0.018813496115523676
1726248779567,0.04825261283489836
1726248779603,0.03076680072127865
1726248779623,0.03076680072127865
1726248779635,0.017818557781007
1726248779671,0.05302578878159975
1726248779714,0.06656523729699257
1726248779736,0.06656523729699257
1726248779752,0.03160406965821714
1726248779784,0.01454090353566472
1726248779824,0.042395232114713785
1726248779840,0.042395232114713785
1726248779856,0.03748793779931645
1726248779886,0.015999849032268493
1726248779926,0.03474592840912468
1726248779952,0.03474592840912468
1726248779963,0.045659842019914965
1726248779996,0.005652009240033054
1726248780034,0.026559305908878287
1726248780055,0.026559305908878287
1726248780077,0.056714362258118
1726248780112,0.033808782375001234
1726248780152,0.009579161185615614
1726248780174,0.009579161185615614
1726248780194,0.03649877702173651
1726248780238,0.041709883101553165
1726248780279,0.004441700590519085
1726248780298,0.004441700590519085
1726248780312,0.028369368467574842
1726248780356,0.029465343036926835
1726248780393,0.007354365379970339
1726248780414,0.007354365379970339
1726248780427,0.01943527463791448
1726248780463,0.038676936332089455
1726248780508,0.015652498488523688
1726248780534,0.015652498488523688
1726248780554,0.03223790116482535
1726248780586,0.055291720617423865
1726248780637,0.025964044618908617
1726248780659,0.025964044618908617
1726248780681,0.002872908188611323
1726248780712,0.028662964989541902
1726248780746,0.037619119156430604
1726248780774,0.037619119156430604
1726248780789,0.015464690222510152
1726248780823,0.03574231577240516
1726248780853,0.047857555362972176
1726248780874,0.047857555362972176
1726248780897,0.007114419730288717
1726248780926,0.02523746391604318
1726248780958,0.048036604097379094
1726248780978,0.048036604097379094
1726248780993,0.040380022416405044
1726248781040,0.01580312640418976
1726248781074,0.034172499024098336
1726248781091,0.034172499024098336
1726248781106,0.05166073150327666
1726248781152,0.010215554095631503
1726248781184,0.023581888376755785
1726248781205,0.023581888376755785
1726248781221,0.05505887847567469
1726248781263,0.019710000918512324
1726248781306,0.015089751509222076
1726248781326,0.015089751509222076
1726248781341,0.058083090120659875
1726248781373,0.0388683296356998
1726248781422,0.015196862500031728
1726248781439,0.015196862500031728
1726248781456,0.036587326760864125
1726248781489,0.05956562437272133
1726248781525,0.021009604090996396
1726248781557,0.021009604090996396
1726248781573,0.008031151949702645
1726248781610,0.05135234132158896
1726248781643,0.041637379028060736
1726248781664,0.041637379028060736
1726248781687,0.009097069225733376
1726248781719,0.0413097967240597
1726248781752,0.04687402232910804
1726248781773,0.04687402232910804
1726248781787,0.004459172800700906
1726248781832,0.028386958133586628
1726248781867,0.06503110943585542
1726248781883,0.06503110943585542
1726248781898,0.041548033816629026
1726248781944,0.014739779507991352
1726248781980,0.03524493597343585
1726248782003,0.03524493597343585
1726248782018,0.045609034310283125
1726248782054,0.00903223982336872
1726248782098,0.021235066859981715
1726248782119,0.021235066859981715
1726248782137,0.042863421658597224
1726248782177,0.021195968403233754
1726248782221,0.036408830955494506
1726248782239,0.036408830955494506
1726248782258,0.0575312572856154
1726248782293,0.034868303659500395
1726248782331,0.026214583498351585
1726248782359,0.026214583498351585
1726248782378,0.047158438240217086
1726248782419,0.050694474105661504
1726248782454,0.02893472096241399
1726248782473,0.02893472096241399
1726248782496,0.029948568130150212
1726248782532,0.057048731465958125
1726248782570,0.04294352674745698
1726248782592,0.04294352674745698
1726248782607,0.02574570329467752
1726248782647,0.046630230080176305
1726248782682,0.03601986531277559
1726248782699,0.03601986531277559
1726248782718,0.02732735771065519
1726248782761,0.059185138294115695
1726248782793,0.07553911459904779
1726248782816,0.07553911459904779
1726248782829,0.05393302228542722
1726248782870,0.03856555339356483
1726248782924,0.06299535949840833
1726248782950,0.06299535949840833
1726248782965,0.04925445385047198
1726248782997,0.04090473752933973
1726248783039,0.06400821064481789
1726248783056,0.06400821064481789
1726248783069,0.061191060882459646
1726248783107,0.047977549287025786
1726248783146,0.06289979963443362
1726248783183,0.06289979963443362
1726248783197,0.08042602460337459
1726248783237,0.060444221513451274
1726248783276,0.06563179998904417
1726248783302,0.06563179998904417
1726248783327,0.09452408701172721
1726248783364,0.07879539008357797
1726248783398,0.0690013806782623
1726248783418,0.0690013806782623
1726248783432,0.08052493509554204
1726248783472,0.08734467799246172
1726248783505,0.06987653404233735
1726248783529,0.06987653404233735
1726248783543,0.08124282377036957
1726248783589,0.08777022592181892
1726248783624,0.08222979196849373
1726248783645,0.08222979196849373
1726248783658,0.08354229197668464
